"","OoCyte_1","OoCyte_2","OoCyte_3","Zygote_1","Zygote_2","Zygote_3","X2_Cell_embryo_1_Cell_1","X2_Cell_embryo_1_Cell_2","X2_Cell_embryo_2_Cell_1","X2_Cell_embryo_2_Cell_2","X2_Cell_embryo_3_Cell_1","X2_Cell_embryo_3_Cell_2","X4_Cell_embryo_1_Cell_1","X4_Cell_embryo_1_Cell_2","X4_Cell_embryo_1_Cell_3","X4_Cell_embryo_1_Cell_4","X4_Cell_embryo_2_Cell_1","X4_Cell_embryo_2_Cell_2","X4_Cell_embryo_2_Cell_3","X4_Cell_embryo_2_Cell_4","X4_Cell_embryo_3_Cell_1","X4_Cell_embryo_3_Cell_2","X4_Cell_embryo_3_Cell_3","X4_Cell_embryo_3_Cell_4","X8_Cell_embryo_1_Cell_1","X8_Cell_embryo_1_Cell_2","X8_Cell_embryo_1_Cell_3","X8_Cell_embryo_1_Cell_4","X8_Cell_embryo_2_Cell_1","X8_Cell_embryo_2_Cell_2","X8_Cell_embryo_2_Cell_3","X8_Cell_embryo_2_Cell_4","X8_Cell_embryo_2_Cell_5","X8_Cell_embryo_2_Cell_6","X8_Cell_embryo_2_Cell_7","X8_Cell_embryo_2_Cell_8","X8_Cell_embryo_3_Cell_1","X8_Cell_embryo_3_Cell_2","X8_Cell_embryo_3_Cell_3","X8_Cell_embryo_3_Cell_4","X8_Cell_embryo_3_Cell_5","X8_Cell_embryo_3_Cell_6","X8_Cell_embryo_3_Cell_7","X8_Cell_embryo_3_Cell_8","Morulae_1_Cell_1","Morulae_1_Cell_2","Morulae_1_Cell_3","Morulae_1_Cell_4","Morulae_1_Cell_5","Morulae_1_Cell_6","Morulae_1_Cell_7","Morulae_1_Cell_8","Morulae_2_Cell_1","Morulae_2_Cell_2","Morulae_2_Cell_3","Morulae_2_Cell_4","Morulae_2_Cell_5","Morulae_2_Cell_6","Morulae_2_Cell_7","Morulae_2_Cell_8","Late_blastoCyst_1_Cell_1","Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_3","Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_5","Late_blastoCyst_1_Cell_6","Late_blastoCyst_1_Cell_7","Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_10","Late_blastoCyst_1_Cell_11","Late_blastoCyst_1_Cell_12","Late_blastoCyst_2_Cell_1","Late_blastoCyst_2_Cell_2","Late_blastoCyst_2_Cell_3","Late_blastoCyst_2_Cell_4","Late_blastoCyst_2_Cell_5","Late_blastoCyst_2_Cell_6","Late_blastoCyst_2_Cell_7","Late_blastoCyst_2_Cell_8","Late_blastoCyst_2_Cell_9","Late_blastoCyst_2_Cell_10","Late_blastoCyst_3_Cell_1","Late_blastoCyst_3_Cell_2","Late_blastoCyst_3_Cell_3","Late_blastoCyst_3_Cell_4","Late_blastoCyst_3_Cell_5","Late_blastoCyst_3_Cell_6","Late_blastoCyst_3_Cell_7","Late_blastoCyst_3_Cell_8"
"EPHA4",13.812,17.87,18.728,10.616,11.692,13.624,7.721,8.826,7.747,9.258,8.621,7.94,14.466,10.296,11.381,17.928,8.764,12.675,14.641,7.22,12.95,33.007,15.602,22.537,13.712,9.173,11.346,13.264,3.464,0.677,1.829,1.82,1.392,0.413,0.762,0.579,5.23,0,2.493,7.069,3.974,1.333,2.33,2.786,4.104,0,19.228,0.162,0,3.477,0,80.757,1.5,1.177,0.127,0,0,0,0.524,0,0,0,0,0,0,0,0,0,0,0,0,0,2.839,1.449,23.206,0,0,0,0,0,0,0,59.174,0,0,13.097,0,0,0,0
"PLCXD2",0,0,0,0.221,0.186,0.397,0.101,0,0.243,1.04,0.183,0.75,0,0,0,1,0,4.631,0,0,0.356,0,0.339,0,0,2.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPBG",0.53,0.443,0.873,0.36,0.212,0.144,0.217,0.48,0.308,0.178,0,0.227,0,0,6.077,0,0,0.849,0.531,1.158,0.19,0,0,0.466,6.337,6.366,16.874,6.342,16.557,13.185,5.898,7.934,0.355,7.759,2.854,5.368,0,0.13,0.373,4.041,0.154,0,2.174,0,28.79,8.394,0.544,24.875,17.635,11.651,23.463,0,8.429,5.716,0.261,3.308,0.111,3.163,0.905,6.62,0.872,4.032,3.945,1.514,6.476,0.33,0,0.315,30.877,0.104,0.665,0.416,10.43,9.497,9.841,8.64,0.183,0,19.992,0.49,6.169,0.221,0,9.418,10.145,0.682,4.648,0,13.17,7.585
"OSR2",96.501,114.693,145.076,55.069,61.469,25.885,35.208,34.426,18.51,21.179,34.74,31.288,56.165,60.758,37.127,100.92,46.84,49.762,58.25,89.602,99.859,82.845,95.494,96.737,32.885,22.026,34.07,33.877,5.98,4.99,9.717,2.943,4.64,5.022,1.855,5.426,0,0,0,9.234,0,4.223,16.568,0,24.81,9.657,57.25,13.122,15.269,7.645,27.111,8.651,249.542,59.812,47.448,28.513,291.526,29.822,78.115,35.076,0,0,0,0,0,0,0,0,0,0,15.918,0.174,0.212,0,0,0,0,0,34.583,0.333,0.167,0.126,0,0,0,0,20.383,0,0,0
"KIF14",3.859,8.569,8,8.009,5.284,5.844,3.417,3.497,3.945,2.805,1.14,1.112,1.004,0.431,2.218,1.26,3.034,0.134,1.016,0.509,1.63,0.588,0.25,0.552,6.282,3.762,0.673,3.576,0.379,2.296,2.451,2.343,3.377,2.732,0.426,0.375,0.666,0.873,0,2.056,1.361,0.978,0.739,0.273,4.064,10.11,3.948,9.758,4.91,3.718,4.49,0,4.134,5.59,0.21,5.872,1.158,2.201,2.225,5.817,0,1.447,3.359,0,0,0.972,0,1.371,0.396,7.107,0.219,1.072,1.32,6.615,7.703,0,0,0.203,8.015,0.756,0.1,0,0,0,4.027,0,1.029,0,0,0
"TENC1",0,0,0,0,0,0.283,0,0,0.125,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf53",6.166,9.175,10.039,21.014,26.174,19.498,14.212,11.992,15.778,15.473,12.034,11.422,20.506,40.354,9.263,43.095,24.306,19.45,41.005,24.632,18.487,29.011,30.879,37.447,21.998,17.547,10.515,30.117,25.869,29.91,35.375,18.682,23.78,7.75,7.233,3.815,6.219,4.892,0,15.128,16.421,3.31,5.627,7.485,20.186,15.191,5.803,24.668,3.945,14.241,11.85,41.793,14.936,3.965,28.619,8.824,7.248,11.801,10.728,5.558,0,0.16,0,1.164,0,0.102,3.329,0,11.247,12.93,0,11.252,0.872,7.118,0.406,2.245,0,0.152,0.572,0.114,0.383,11.667,0,3.747,8.81,0,0,0.349,19.847,2.027
"SORBS2",0.994,1.632,0.866,2.129,0.34,0.913,0.615,0.455,0.666,0.793,0.571,0.416,0.594,0,1.099,0,2.316,2.116,0.146,1.43,0.938,0.434,2.761,0.266,0,0.112,1.042,1.81,0,0,0,0,0,0.707,0,0,0.118,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SH3PXD2A",0.201,0.16,0.102,0.163,0,0.168,0,0,0.122,0,0,0,0.323,0,0,0,0.922,0,0,0,0,0.503,0.12,0.514,0,0,0,0.543,0.199,0,0.468,0.163,0.321,0,0,0.225,2.767,4.301,1.298,0,0.913,0,0.496,2.797,0,4.492,0.656,0.754,4.224,3.345,2.315,0,5.819,4.184,1.272,1.526,0.761,1.35,0.515,3.839,0,0,0,0,0.649,0,0,0,0.117,0,0,0,1.276,7.071,0.706,0,0,0,0,0,0,0,0,0,0,5.924,0.819,0,0,0
"SH2D2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0.142,0.253,0,0,0.406,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT1G",527.065,73.867,25.315,196.515,46.741,10.617,57.323,52.039,6.112,10.202,85.344,82.111,26.815,41.893,0.241,7.804,28.029,8.98,69.652,23.812,9.747,4.507,8.137,14.316,40.808,14.468,65.247,50.547,7.339,10.035,25.781,5.247,8.111,2.44,4.378,3.041,70.528,78.139,69.083,54.098,22.579,2.402,52.173,13.045,0.515,0.743,0,0.811,0,1.495,0,0,2.114,0,0.203,0,0.159,0.15,0.43,0.143,2.672,1.099,1.739,0.291,0.935,0.235,1.255,0.192,0.645,8.04,30.099,3.283,117.509,537.185,387.863,1.001,0.47,0.117,3.758,74.671,3.555,10.93,1.894,2.891,0.458,492.842,1109.408,6.532,0.974,1.104
"TNFAIP6",9.259,9.143,10.744,0.429,0.954,0.514,0.487,1.601,0.768,0.453,0.184,0.541,0,3.294,0,0,0,0,0,0,3.054,6.25,4.569,4.214,0,0,0,0,0,3.65,0.302,0,1.412,0,0.128,0.267,3.06,0,0,1.762,0.677,0,0.98,0,0.956,0.138,0,0,0,0,0,0,0,0,0,0.533,0,0,2.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF709",0.912,0.49,1.356,1.676,0.961,0.746,1.795,1.22,1.114,0.895,0.678,1.219,0,0,5.017,0,0.75,0.812,0,0.191,1.125,0.228,0.35,0,0.113,0,0,0,0,0,0.483,0.424,0.459,3.213,4.9,3.274,0.575,0,1.352,0,0.54,0,0,8.516,5.678,0.841,0.538,1.704,1.905,3.556,0.938,0.622,1.581,7.127,1.724,0,2.093,3.611,1.34,6.254,0.108,0,0.328,0.13,0.151,0.152,0,0.156,0,0,0.115,0,0.121,0.176,0.123,0.15,0.152,0,0,1.08,0,0.12,0,0,0,0,0,0,0,0
"SVIL",0.411,0.428,0.553,0.482,0.26,0.962,0.7,0.632,0.337,0.565,0.495,0.428,0.731,1.07,4.155,0,2.097,1.23,1.331,1.271,1.182,0,0.2,1.829,1.673,0,0.236,0,0,0.362,0,0,0.213,0.774,0,0,1.928,2.548,0.211,0.651,3.851,0,0.696,0.913,1.287,0,0.794,0.379,0,0,0.338,12.06,0,0,0,0,0,0.129,0.257,0,0.101,0,0,0,0,0,0,0.275,0,0,0,2.35,0,0,0.157,1.734,0.179,0.183,0,0,0.101,0,0,0,0,0,0.31,0,1.609,0
"OAS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APBA2",2.381,3.288,2.326,3.434,3.534,2.665,2.407,2.717,1.867,2.412,1.778,2.065,6.591,8.314,0,6.931,1.71,4.425,9.475,8.812,6.227,1.054,5.362,5.695,0.342,0.525,0.943,1.188,0,0,0,0.773,0,0,0,0,2.713,0.17,0,0,1.754,12.97,2.328,0,0,0,0,1.572,1.109,0,0.176,0,0.777,0,0,0,0,0.197,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRIP1",20.947,19.086,17.488,8.154,7.806,5.552,6.568,6.09,6.538,8.496,1.7,2.157,2.559,9.531,2.617,4.494,0.511,4.636,6.789,2.469,4.578,7.931,5.188,3.809,1.365,4.139,0.46,0.104,0.206,0.609,0,0,0,0,0,2.719,0.844,0,1.443,0,0,0,0,0,1.505,1.706,1.354,1.942,0.141,0.953,0,4.725,1.406,0,0,0,0,0,0.741,0.246,0.732,2.409,0.102,0,0,1.159,0,0,0,0,4.508,0,0,0,0,0,0,0,0,0,0,0.832,0,0,0,0.146,11.196,0,0,0
"IGSF9",24.576,18.609,13.081,15.133,9.312,8.302,12.426,12.322,10.562,12.86,7.277,7.398,15.357,14.415,21.96,14.882,14.053,13.452,18.128,19.615,25.83,16.901,18.828,19.111,1.144,7.014,8.842,1.25,2.193,5.936,0,0,0,0,0.722,1.003,3.381,6.822,0,2.156,1.249,0,0,2.933,8.323,1.528,0,5.176,0.215,0,0.694,0,2.135,3.94,0.318,0,0.544,1.001,2.972,2.082,0,1.377,0,0,0,0,0,0,0,0,0.232,0,0,0,0,0.672,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0
"PCDHGA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,0.105,0.745,0,0,0,0,0,0.153,0,0,1.804,0.174,0,0,0,0,0.17,18.723,0,0,2.179,0,0,0.567,0.367,0.104,0,0,0.245,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB20",148.023,136.976,156.499,34.418,37.669,53.334,46.02,44.419,42.075,41.07,43.607,41.813,39.054,7.778,0,64.606,22.937,26.416,21.839,13.198,19.916,17.729,24.401,35.952,41.582,17.589,31.913,47.157,4.052,4.786,0,8.389,10.49,6.636,8.109,4.456,10.03,10.421,0.129,0,19.17,6.636,6.438,1.294,36.296,11.643,0.175,7.366,3.198,1.402,10.495,0.155,11.552,0.726,0.16,0,0,0,2.317,0,21.282,61.872,0.609,1.721,18.167,83.093,70.795,10.862,6.17,6.428,5.228,14.944,17.989,0.143,0,30.834,40.54,21.385,44.459,1.72,87.918,89.599,0,0,23.07,0.163,0,23.209,40.827,42.942
"MIR17HG",0.211,0,0,0.149,0.334,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.539,4.295,3.653,0,0,3.32,0,0,0,0,2.211,0,2.234,0,0.809,0,0,1.776,0,0,0.958,0.105,1.164,0,0,0.814,0,2.335,4.624,1.522,8.256,0,3.667,2.242,2.455,0,0.173,0.606,9.768,0,0,0,1.457,0,0,0,0,4.282,0.344,0,0,0,0,0.989,0,0,10.758,0,0,0.28,0,0,25.827,0,0.103
"EMR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0.129,0.215,0.316,0.219,0.255,0.52,0.309,0.175,0.351,0,0,0,0.128,0,0,0.658,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.797,0,0,0,0,0.776,0,0.921,0,0,0.736,0,0,0.115,0,0.269,2.162,0,0,0.709,0,0,3.735,0,0
"OPN3",0.595,0.228,0.275,0,0.273,0,0.115,0,0,0,0,0.111,0,0,0,0,0,0.161,0.444,0,0,0,0,0,2.52,0.161,0.186,0,3.144,1.849,9.885,0,1.282,0.236,0,3.132,0.598,1.174,0,3.367,8.336,6.536,0.568,3.374,7.572,0,0.1,0.512,2.193,0.45,0.437,0,0,0.114,0,1.997,0,0.272,0.777,0.494,0,0,0,0,0,0,7.629,0,0,0,0,0,0,0,0,3.315,0,0.228,0,0,0,0.344,0,0,2.514,0,0,0,0,0
"PPFIBP1",2.167,2.831,2.425,3.115,2.928,3.49,1.569,2.422,2.132,2.999,2.185,1.567,5.896,5.536,0,2.603,1.707,2.355,3.018,3.927,1.443,0.373,0.924,2.285,5.558,2.456,1.632,1.179,3.373,2.443,3.59,6.749,7.995,1.727,6.248,1.784,3.676,5.216,0.353,3.421,4.586,0.957,3.769,1.94,3.29,8.266,8.415,4.808,1.184,5.218,5.987,1.157,2.015,3.049,0.992,10.598,0.89,3.989,1.95,2.269,0,3.223,3.673,0.712,11.307,1.823,7.445,5.178,6.359,5.03,0.124,0.214,5.149,7.295,19.129,5.751,1.061,1.405,16.318,16.017,0.463,4.643,7.585,8.284,5.234,12.23,0,5.074,9.917,1.236
"LYPD3",0.27,0.234,0.425,0.358,0.234,0.821,0.609,0.167,0.223,0.151,0.665,0.236,1.691,6.442,0,1.351,3.88,6.204,0,0,0,1.569,2.133,0.61,3.643,3.814,0,0.124,0,0,0,0.716,0,0,0,1.561,0,0,0,3.372,0,11.422,4.231,0,1.395,0,0,17.839,13.67,12.885,0,0,0,1.693,0.189,0,0,0.908,2.498,0,0.103,6.836,0,0.101,0,16.207,0,0,0.535,17.543,0.715,17.845,12.826,0,0,14.474,0,0.297,0,0,0,46.381,0,0,0,0,0,1.609,0.882,0.582
"AGER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,3.069,0,0.323,0,0,0,0,0,0,0,0,0.217,4.331,4.651,0,2.681,1.287,0,0.271,0,0,0,0,0.268,0,0,0,1.68,0,0.986,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,3.559,16.853,0.294,0.221,0,0,3.444,0,0.244,9.725,24.172,0,0
"NT5E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.781,0,0,0,0,0,0,0.496,7.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0.368,0,0,1.971,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0.111,0.205,0,2.131,0.913,0,0,0,0.372,0,0,0,2.105,0.151,0,0,0.163,0,0,0,0,0,0,0.125,0.263,0,0,0,0.186,0,0,0,0.119,0,0,0,14.245,0,0,0
"SULF2",2.651,2.998,2.366,4.323,5.762,4.472,3.538,4.163,4.234,4.271,4.266,5.177,7.619,14.756,9.984,10.953,15.08,20.612,8.588,8.146,10.154,6.459,12.696,10.077,4.238,8.648,1.907,6.962,0.176,0,4.261,4.082,5.117,0,4.114,1.631,0.225,0.219,1.344,4.448,2.612,0,1.281,0,0,0.394,0,0,0,0,0.633,0,0,0,0,0,0,0,0.382,0,1.04,11.236,2.004,0.231,8.812,0.835,5.867,0,1.791,1.453,16.702,13.475,9.417,0,0,1.43,0,0.12,0,0,0,0,0,1.137,0,0,0,0,0,0.891
"CD93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.144,0,1.431,0,0,0,0,0,0,0,0,0,0,0,0,0.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARD6A",1.386,1.149,0.909,1.29,0.885,0.821,0.618,0.129,0.677,0.136,0.969,0.348,3.584,0,0,0,0,4.763,0.925,1.169,2.804,0,3.048,0,0,0,7.18,2.254,0,0,0,0.581,0,0,0,0,0,0,0,1.902,0,19.07,0,0,0,0,0,1.628,0.501,0,0,0,0,0,0,0,0,0,0,4.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364,0,0,0,0,55.248
"GCH1",166.462,240.764,208.214,157.009,158.391,127.006,115.58,111.655,109.175,94.878,139.935,112.104,120.517,122.044,62.671,108.985,90.658,108.995,102.097,82.232,106.9,107.55,117.292,100.588,49.888,39.756,34.706,30.543,4.407,2.551,13.631,4.785,0.192,5.498,3.65,1.062,4.363,15.951,0.599,1.026,1.453,2.638,7.319,10.375,1.441,0,3.424,2.634,1.459,1.561,3.491,0,0.125,0,0,0.555,0,0.875,0.262,4.579,1.477,5.832,25.678,42.702,25.367,10.535,5.927,9.871,0.823,1.621,32.151,38.669,6.296,2.923,2.129,49.375,79.893,82.474,26.943,0.922,61.065,33.01,1.725,11.874,75.342,24.714,3.8,7.454,88.626,65.263
"IL15RA",4.249,4.995,12.852,0.405,0.866,0.198,0.235,0.662,0,0,0.119,1.014,0,0,2.437,0,7.866,0.575,10.59,0.899,1.113,0.606,3.019,6.077,0,0,0,4.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PODXL",2.878,5.107,4.795,6.102,9.909,10.461,4.099,4.498,8.211,8.521,7.847,8.129,9.779,12.6,0,3.441,1.896,12.101,7.424,8.279,10.283,5.166,7.011,7.875,12.179,4.978,6.039,6.428,0,1.586,1.258,0,0,0.392,0.153,5.001,0.693,0.745,4.671,1.327,2.158,1.043,1.598,3.045,3.489,2.804,0.132,1.363,1.771,6.6,0.533,0,8.492,2.314,0.685,4.644,14.658,4.261,1.126,3.514,0,0,0,0.231,3.934,0,0,0,0,0,0.847,0,3.095,21.509,0.638,0,0,0.139,0.142,10.337,3.251,0.132,0.114,19.834,3.953,11.821,10.197,0,0.161,0.352
"CCT6B",0.388,0.896,1.654,2.216,2.606,4.27,1.05,4.026,2.05,1.63,0.483,1.466,0.104,0.353,0,0,6.358,0,0.308,7.699,0.487,0,1.013,3.1,0.291,0,4.065,0,2.002,0,0.906,0,0,0,1.01,2.405,8.864,0.791,0,7.382,0,0,0.577,0,0,0,0,2.469,0,0,0,0,0.717,4.67,0.127,3.881,9.379,0.345,0,0,0,0,0,7.96,0,0,0,0,0,0,0,0,0,0,0,0.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMTD1",0.331,0.205,0,0.488,0,0.188,0.133,0,0,0,0,0,0,0,0,0,0,0,0.799,0,0,0,0,0,0,0,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716,0,0,2.067,1.345,0,0,0,0,0,0.118,8.253,0.669,0.128,1.095,0.375,1.816,0,0.779,0.102,0,0,0,3.883,0,0,0,0,0,9.17,20.768,1.628,0.152,21.506,10.894,6.416,6.363
"MUC20",1.586,1.288,1.162,4.127,4.531,4.293,2.111,2.34,3.299,4.055,4.099,2.864,4.776,0.629,3.779,5.389,3.977,3.915,5.171,4.546,8.323,9.787,6.468,5.067,4.662,0.351,7.62,3.76,0.312,0.176,1.001,0.36,0.112,2.324,1.827,3.561,2.726,0,0,0.548,1.263,0,0,0.297,2.237,0,27.197,0,0.147,0,0,0.182,0,0,0,0,0,0.157,0.185,0.553,0.253,0.203,0.463,0.671,0.172,0.361,0.183,0.449,0.108,0.154,0.568,0.303,0.384,0.502,0.577,0.729,0.269,0.451,0.165,0.531,0.291,0.385,0.116,0,0,0,0,0,0,0
"ITK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSTO2P",0.311,0,0.192,0.485,0.761,1.017,0.499,0.388,0.679,0.444,0.312,0.451,0.182,2.659,3.44,0,0.802,0,0.831,0.543,1.358,0.606,0.764,0.684,0.96,0,0,1.13,6.128,4.801,5.935,3.399,4.371,5.374,4.133,5.364,5.433,6.085,1.953,1.542,1.497,4.55,6.685,3.725,3.485,6.508,0.105,6.301,2.45,6.281,4.412,0.186,2.432,5.717,1.533,0.818,4.049,0.45,2.099,2.829,0.455,6.95,5.494,1.42,7.9,8.581,9.283,2.452,0.986,0,3.281,4.864,2.321,4.025,0.838,3.015,0,0.293,6.504,1.278,0.849,5.096,2.004,0.701,1.314,1.193,11.451,0,0.153,2.257
"ITGB2",0,0,0,0,0,0,0,0,0,0,0,0,1.241,0,0.118,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARVB",0.181,0.812,0.101,0.684,0.402,0.683,0.34,0.546,0.106,0.867,0.171,0.533,0,0,0,1.027,0,1.091,0.136,0.302,0.158,3.687,2.824,1.508,2.592,0.555,0.137,0,0,0,0,0.411,0,0,0,0,0,0.445,0,0,0.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376,0,0,0
"LAMA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2.824,0.595,0.386,1.074,3.541,2.473,2.418,0.328,0.152,0.929,0,0.96,0,0,0.773,0.542,0.965,1.637,0.272,2.973,8.921,15.231,6.871,3.159,3.366,11.093,5.703,0.936,9.493,6.858,2.274,3.336,14.436,1.089,3.36,8.169,62.626,38.302,44.747,20.782,58.024,16.883,35.781,59.908,14.936,33.977,44.371,39.386,36.597,8.565,23.455,68.229,89.927,53.963,117.976,89.334,101.613,80.165,38.367,107.533,68.9,0.729,3.782,11.96,21.855,26.864
"GIMAP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AREG",1.081,1.498,1.76,0.549,0,0.493,0.877,0.23,0,0.104,0.354,0.119,0,0,0,0,2.451,1.131,0,2.419,0.358,0,0.589,0,24.716,0,0.297,17.829,0,0,0,0,0.13,5.924,0,7.545,0,0,0,0,5.13,0,0,0,0.495,0,54.417,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF713",1.293,1.889,1.257,1.347,1.198,1.416,1.594,2.027,1.632,2.414,1.226,1.507,0.778,0.154,0.586,0.507,0.45,3.957,0.495,0.558,1.051,0.36,0.453,0.209,1.405,1.678,2.253,1.531,0.83,6.716,0.937,1.776,4.55,0.936,0.928,0.737,1.425,1.368,0.872,3.025,1.34,0.921,0.651,0.927,2.074,0.665,4.084,1.119,2.68,0.696,0.742,5.333,0.684,0.989,1.051,1.233,1.401,0.75,2.93,0.985,0.192,0.421,3.307,1.731,1.204,0.361,0.15,0.148,0.495,0.411,0.5,0.157,0.623,1.496,1.168,1.124,1.381,0.223,0.412,0.754,0.252,1.429,1.915,0.185,0.483,0,0,0.562,0.149,0
